,Model_ID,Name,Publication
1066,NMLCL001145,Superficial Low Threshold Spiking (LTS) Interneuron,"Traub, et. al. (2005)"
1089,NMLCL001428,Primary visual area layer 2/3 spiny 486175203,"Teeter, et. al. (2018)"
1090,NMLCL001430,Primary visual area layer 6a spiny 466632464,"Gouwens, et. al. (2018)"
1091,NMLCL001431,Primary visual area layer 4 spiny 478586295,"Gouwens, et. al. (2018)"
1092,NMLCL001432,Primary visual area layer 4 aspiny 485184849,"Gouwens, et. al. (2018)"
1093,NMLCL001433,Primary visual area layer 4 spiny 469798159,"Gouwens, et. al. (2018)"
1094,NMLCL001434,Primary visual area layer 4 spiny 476451456,"Gouwens, et. al. (2018)"
1095,NMLCL001435,Primary visual area layer 4 spiny 479179020,"Gouwens, et. al. (2018)"
1096,NMLCL001437,Primary visual area layer 5 aspiny 330080937,"Gouwens, et. al. (2018)"
1097,NMLCL001438,Lateral visual area layer 4 aspiny 313862167,"Gouwens, et. al. (2018)"
1098,NMLCL001439,posteromedial visual area layer 4 spiny 485912047,"Gouwens, et. al. (2018)"
1099,NMLCL001440,Primary visual area layer 2/3 aspiny 469753383,"Gouwens, et. al. (2018)"
1100,NMLCL001441,Primary visual area layer 5 spiny 471758398,"Gouwens, et. al. (2018)"
1101,NMLCL001442,Primary visual area layer 5 aspiny 466664172,"Gouwens, et. al. (2018)"
1102,NMLCL001443,Primary visual area layer 4 spiny 370351753,"Gouwens, et. al. (2018)"
1103,NMLCL001444,Primary visual area layer 4 spiny 476087653,"Gouwens, et. al. (2018)"
1104,NMLCL001445,Primary visual area layer 2/3 aspiny 333604946,"Gouwens, et. al. (2018)"
1105,NMLCL001447,Primary visual area layer 5 aspiny 478110866,"Gouwens, et. al. (2018)"
1106,NMLCL001448,Primary visual area layer 5 aspiny 478396248,"Gouwens, et. al. (2018)"
1107,NMLCL001449,Primary visual area layer 5 spiny 480116737,"Gouwens, et. al. (2018)"
1108,NMLCL001450,Lateral visual area layer 4 spiny 478499902,"Gouwens, et. al. (2018)"
1109,NMLCL001451,Primary visual area layer 5 aspiny 464212183,"Gouwens, et. al. (2018)"
1110,NMLCL001452,Primary visual area layer 2/3 aspiny 478107198,"Gouwens, et. al. (2018)"
1111,NMLCL001453,Primary visual area layer 5 spiny 314831019,"Gouwens, et. al. (2018)"
1112,NMLCL001454,Primary visual area layer 4 spiny 313862022,"Gouwens, et. al. (2018)"
1113,NMLCL001455,Postrhinal area layer 5 aspiny 464198958,"Teeter, et. al. (2018)"
1114,NMLCL001456,Primary visual area layer 5 aspiny 475517090,"Gouwens, et. al. (2018)"
1115,NMLCL001457,Primary visual area layer 6a spiny 471789504,"Gouwens, et. al. (2018)"
1116,NMLCL001458,Primary visual area layer 5 spiny 314822529,"Gouwens, et. al. (2018)"
1117,NMLCL001459,Primary visual area layer 5 aspiny 313861608,"Gouwens, et. al. (2018)"
1118,NMLCL001460,Primary visual area layer 4 spiny 476054887,"Gouwens, et. al. (2018)"
1119,NMLCL001461,posteromedial visual area layer 5 spiny 479770916,"Gouwens, et. al. (2018)"
1120,NMLCL001462,Primary visual area layer 4 spiny 386049446,"Gouwens, et. al. (2018)"
1121,NMLCL001463,Primary visual area layer 4 spiny 486146717,"Gouwens, et. al. (2018)"
1122,NMLCL001464,Primary visual area layer 5 aspiny 396968721,"Gouwens, et. al. (2018)"
1123,NMLCL001466,Primary visual area layer 5 spiny 483061182,"Gouwens, et. al. (2018)"
1124,NMLCL001467,Primary visual area layer 5 spiny 484559000,"Gouwens, et. al. (2018)"
1125,NMLCL001468,Primary visual area layer 5 spiny 485909730,"Gouwens, et. al. (2018)"
1126,NMLCL001469,Primary visual area layer 4 spiny 318733871,"Gouwens, et. al. (2018)"
1127,NMLCL001470,Primary visual area layer 6a spiny 325941643,"Gouwens, et. al. (2018)"
1128,NMLCL001472,Primary visual area layer 4 spiny 324032509,"Teeter, et. al. (2018)"
1129,NMLCL001474,Postrhinal area layer 5 aspiny 464198958,"Gouwens, et. al. (2018)"
1130,NMLCL001475,Primary visual area layer 5 spiny 485880739,"Gouwens, et. al. (2018)"
1131,NMLCL001476,Primary visual area layer 5 aspiny 469801569,"Gouwens, et. al. (2018)"
1132,NMLCL001477,Primary visual area layer 4 spiny 483020137,"Gouwens, et. al. (2018)"
1133,NMLCL001478,Primary visual area layer 4 spiny 314642645,"Gouwens, et. al. (2018)"
1134,NMLCL001479,Primary visual area layer 4 spiny 395830185,"Gouwens, et. al. (2018)"
1135,NMLCL001481,Primary visual area layer 4 spiny 348592897,"Gouwens, et. al. (2018)"
1136,NMLCL001482,Primary visual area layer 6a aspiny 488504814,"Gouwens, et. al. (2018)"
1137,NMLCL001483,Primary visual area layer 5 aspiny 323475862,"Gouwens, et. al. (2018)"
1138,NMLCL001484,Anterolateral visual area layer 4 aspiny 321923685,"Gouwens, et. al. (2018)"
1139,NMLCL001485,Primary visual area layer 4 spiny 470098860,"Teeter, et. al. (2018)"
1140,NMLCL001488,Primary visual area layer 4 spiny 324025371,"Gouwens, et. al. (2018)"
1141,NMLCL001489,Primary visual area layer 2/3 sparsely spiny 324266189,"Gouwens, et. al. (2018)"
1142,NMLCL001491,Postrhinal area layer 5 aspiny 323834998,"Teeter, et. al. (2018)"
1143,NMLCL001492,Primary visual area layer 5 spiny 475744706,"Gouwens, et. al. (2018)"
1144,NMLCL001493,Primary visual area layer 2/3 aspiny 464188580,"Gouwens, et. al. (2018)"
1145,NMLCL001494,Primary visual area layer 5 aspiny 484742372,"Gouwens, et. al. (2018)"
1146,NMLCL001495,Primary visual area layer 5 spiny 478888052,"Gouwens, et. al. (2018)"
1147,NMLCL001496,Primary visual area layer 4 spiny 487601493,"Gouwens, et. al. (2018)"
1148,NMLCL001497,Primary visual area layer 5 spiny 354190013,"Gouwens, et. al. (2018)"
1149,NMLCL001498,Primary visual area layer 6a spiny 471786879,"Gouwens, et. al. (2018)"
1150,NMLCL001499,Primary visual area layer 2/3 aspiny 327962063,"Gouwens, et. al. (2018)"
1151,NMLCL001500,posteromedial visual area layer 4 spiny 321906005,"Gouwens, et. al. (2018)"
1152,NMLCL001501,Primary visual area layer 5 spiny 485574832,"Gouwens, et. al. (2018)"
1153,NMLCL001502,Primary visual area layer 4 spiny 320207387,"Gouwens, et. al. (2018)"
1154,NMLCL001503,Primary visual area layer 6a aspiny 313862306,"Gouwens, et. al. (2018)"
1155,NMLCL001504,Primary visual area layer 4 spiny 479704527,"Gouwens, et. al. (2018)"
1156,NMLCL001505,Postrhinal area layer 5 aspiny 464198958,"Teeter, et. al. (2018)"
1157,NMLCL001506,Primary visual area layer 6a spiny 471819401,"Gouwens, et. al. (2018)"
1158,NMLCL001507,Primary visual area layer 4 spiny 476457450,"Gouwens, et. al. (2018)"
1159,NMLCL001508,Primary visual area layer 4 spiny 479728896,"Gouwens, et. al. (2018)"
1160,NMLCL001509,Primary visual area layer 5 aspiny 318556138,"Teeter, et. al. (2018)"
1161,NMLCL001510,Primary visual area layer 5 spiny 487664663,"Gouwens, et. al. (2018)"
1162,NMLCL001512,Postrhinal area layer 5 aspiny 323834998,"Gouwens, et. al. (2018)"
1163,NMLCL001513,Primary visual area layer 2/3 aspiny 324493977,"Gouwens, et. al. (2018)"
1164,NMLCL001514,Primary visual area layer 4 spiny 314900022,"Gouwens, et. al. (2018)"
1165,NMLCL001515,Primary visual area layer 4 aspiny 318331342,"Gouwens, et. al. (2018)"
1166,NMLCL001516,Primary visual area layer 6a spiny 471410185,"Gouwens, et. al. (2018)"
1167,NMLCL001517,Primary visual area layer 5 aspiny 321023397,"Gouwens, et. al. (2018)"
1168,NMLCL001519,Primary visual area layer 5 spiny 486111903,"Gouwens, et. al. (2018)"
1169,NMLCL001521,Primary visual area layer 4 spiny 422738880,"Gouwens, et. al. (2018)"
1170,NMLCL001522,Primary visual area layer 2/3 spiny 480124551,"Gouwens, et. al. (2018)"
1171,NMLCL001524,Primary visual area layer 5 sparsely spiny 324466858,"Gouwens, et. al. (2018)"
1172,NMLCL001525,Primary visual area layer 5 spiny 314804042,"Gouwens, et. al. (2018)"
1173,NMLCL001526,Primary visual area layer 4 spiny 397351623,"Gouwens, et. al. (2018)"
1174,NMLCL001527,Primary visual area layer 4 spiny 476616076,"Gouwens, et. al. (2018)"
1175,NMLCL001530,Primary visual area layer 5 spiny 468120757,"Gouwens, et. al. (2018)"
1176,NMLCL001531,Primary visual area layer 6a aspiny 466245544,"Gouwens, et. al. (2018)"
1177,NMLCL001532,Primary visual area layer 4 aspiny 474626527,"Gouwens, et. al. (2018)"
1178,NMLCL001533,Primary visual area layer 4 spiny 320668879,"Gouwens, et. al. (2018)"
1179,NMLCL001534,Primary visual area layer 4 aspiny 471077468,"Gouwens, et. al. (2018)"
1180,NMLCL001535,Primary visual area layer 2/3 spiny 318808427,"Gouwens, et. al. (2018)"
1181,NMLCL001537,Primary visual area layer 2/3 aspiny 473540161,"Gouwens, et. al. (2018)"
1182,NMLCL001538,Primary visual area layer 5 aspiny 467782778,"Gouwens, et. al. (2018)"
1183,NMLCL001539,Primary visual area layer 4 aspiny 486783119,"Gouwens, et. al. (2018)"
1184,NMLCL001540,Primary visual area layer 5 aspiny 328031983,"Teeter, et. al. (2018)"
1185,NMLCL001541,Primary visual area layer 2/3 spiny 382982932,"Gouwens, et. al. (2018)"
1186,NMLCL001542,Primary visual area layer 5 spiny 471767045,"Gouwens, et. al. (2018)"
1205,NMLCL001594,Visual Cortex Layer 2/3 Pyramidal Cell,"Smith, et. al. (2013)"
1217,NMLCL001650,CT,"Dura-Bernal, et. al. (2017)"
1218,NMLCL001657,SOM,"Dura-Bernal, et. al. (2017)"
1219,NMLCL001660,PT,"Dura-Bernal, et. al. (2017)"
1220,NMLCL001663,IT,"Dura-Bernal, et. al. (2017)"
1221,NMLCL001664,PV,"Dura-Bernal, et. al. (2017)"
